Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Team,Start Date,End Date
Usman Ghani,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-01-01,2022-02-01
T Bavuma,3,3.0,7.0,7.0,0.0,0.0,7.0,4 (4ct 0st),2.333,South Africa,2022-01-01,2022-02-01
Q de Kock,3,3.0,5.0,3.0,2.0,3.0,0.0,3 (2ct 1st),1.666,South Africa,2022-01-01,2022-02-01
SSB Magala,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,South Africa,2022-01-01,2022-02-01
HE van der Dussen,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,South Africa,2022-01-01,2022-02-01
JN Malan,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2022-01-01,2022-02-01
AK Markram,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2022-01-01,2022-02-01
DA Miller,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2022-01-01,2022-02-01
AL Phehlukwayo,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2022-01-01,2022-02-01
D Pretorius,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,South Africa,2022-01-01,2022-02-01
M Jansen,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-01-01,2022-02-01
KA Maharaj,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-01-01,2022-02-01
L Ngidi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-01-01,2022-02-01
T Shamsi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-01-01,2022-02-01
RR Pant,3,3.0,8.0,8.0,0.0,8.0,0.0,4 (4ct 0st),2.666,India,2022-02-01,2022-03-01
SA Yadav,3,3.0,5.0,5.0,0.0,0.0,5.0,2 (2ct 0st),1.666,India,2022-02-01,2022-03-01
RG Sharma,3,3.0,4.0,4.0,0.0,0.0,4.0,3 (3ct 0st),1.333,India,2022-02-01,2022-03-01
V Kohli,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,India,2022-02-01,2022-03-01
S Dhawan,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2022-02-01,2022-03-01
DJ Hooda,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2022-02-01,2022-03-01
SS Iyer,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2022-02-01,2022-03-01
Washington Sundar,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-02-01,2022-03-01
YS Chahal,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-02-01,2022-03-01
DL Chahar,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-02-01,2022-03-01
Ishan Kishan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-02-01,2022-03-01
Kuldeep Yadav,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-02-01,2022-03-01
Mohammed Siraj,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-02-01,2022-03-01
M Prasidh Krishna,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-02-01,2022-03-01
KL Rahul,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-02-01,2022-03-01
SN Thakur,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-02-01,2022-03-01
Mushfiqur Rahim,3,3.0,8.0,5.0,3.0,5.0,0.0,3 (3ct 0st),2.666,Bangladesh,2022-02-01,2022-03-01
Mahmudullah,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,Bangladesh,2022-02-01,2022-03-01
Afif Hossain,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-02-01,2022-03-01
Tamim Iqbal,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-02-01,2022-03-01
Yasir Ali,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-02-01,2022-03-01
Litton Das,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-02-01,2022-03-01
Mehidy Hasan Miraz,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-02-01,2022-03-01
Mustafizur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-02-01,2022-03-01
Shakib Al Hasan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-02-01,2022-03-01
Shoriful Islam,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-02-01,2022-03-01
Taskin Ahmed,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-02-01,2022-03-01
Gulbadin Naib,2,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,Afghanistan,2022-02-01,2022-03-01
Mujeeb Ur Rahman,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Afghanistan,2022-02-01,2022-03-01
Rahmanullah Gurbaz,3,3.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),0.666,Afghanistan,2022-02-01,2022-03-01
Fazalhaq Farooqi,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2022-02-01,2022-03-01
Azmatullah Omarzai,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Fareed Ahmad,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Hashmatullah Shahidi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Ibrahim Zadran,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Mohammad Nabi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Najibullah Zadran,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Rahmat Shah,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Rashid Khan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Riaz Hassan,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Yamin Ahmadzai,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-02-01,2022-03-01
Haris Rauf,2,2.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),1.0,Pakistan,2022-03-01,2022-04-01
Mohammad Rizwan,2,2.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),1.0,Pakistan,2022-03-01,2022-04-01
Saud Shakeel,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,Pakistan,2022-03-01,2022-04-01
Babar Azam,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2022-03-01,2022-04-01
Iftikhar Ahmed,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2022-03-01,2022-04-01
Khushdil Shah,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2022-03-01,2022-04-01
Shaheen Shah Afridi,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2022-03-01,2022-04-01
Fakhar Zaman,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-03-01,2022-04-01
Hasan Ali,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-03-01,2022-04-01
Imam-ul-Haq,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-03-01,2022-04-01
Mohammad Wasim (1),2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-03-01,2022-04-01
Zahid Mahmood,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-03-01,2022-04-01
Mushfiqur Rahim,3,3.0,7.0,6.0,1.0,6.0,0.0,4 (4ct 0st),2.333,Bangladesh,2022-03-01,2022-04-01
Mehidy Hasan Miraz,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,Bangladesh,2022-03-01,2022-04-01
Afif Hossain,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-03-01,2022-04-01
Litton Das,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-03-01,2022-04-01
Mahmudullah,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-03-01,2022-04-01
Shoriful Islam,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-03-01,2022-04-01
Tamim Iqbal,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-03-01,2022-04-01
Yasir Ali,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-03-01,2022-04-01
Mustafizur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-03-01,2022-04-01
Shakib Al Hasan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-03-01,2022-04-01
Taskin Ahmed,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-03-01,2022-04-01
C de Grandhomme,1,1.0,3.0,3.0,0.0,0.0,3.0,3 (3ct 0st),3.0,New Zealand,2022-03-01,2022-04-01
MJ Guptill,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,New Zealand,2022-03-01,2022-04-01
TWM Latham,1,1.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),2.0,New Zealand,2022-03-01,2022-04-01
MG Bracewell,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,New Zealand,2022-03-01,2022-04-01
IS Sodhi,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,New Zealand,2022-03-01,2022-04-01
WA Young,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,New Zealand,2022-03-01,2022-04-01
MJ Henry,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-03-01,2022-04-01
KA Jamieson,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-03-01,2022-04-01
HM Nicholls,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-03-01,2022-04-01
LRPL Taylor,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-03-01,2022-04-01
BM Tickner,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-03-01,2022-04-01
M Labuschagne,2,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,Australia,2022-03-01,2022-04-01
SA Abbott,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,Australia,2022-03-01,2022-04-01
AT Carey,2,2.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),1.0,Australia,2022-03-01,2022-04-01
C Green,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2022-03-01,2022-04-01
TM Head,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2022-03-01,2022-04-01
NT Ellis,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-03-01,2022-04-01
AJ Finch,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-03-01,2022-04-01
BR McDermott,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-03-01,2022-04-01
MP Stoinis,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-03-01,2022-04-01
MJ Swepson,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-03-01,2022-04-01
A Zampa,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-03-01,2022-04-01
T Bavuma,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,South Africa,2022-03-01,2022-04-01
KA Maharaj,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,South Africa,2022-03-01,2022-04-01
JN Malan,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,South Africa,2022-03-01,2022-04-01
HE van der Dussen,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,South Africa,2022-03-01,2022-04-01
Q de Kock,2,2.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),0.5,South Africa,2022-03-01,2022-04-01
DA Miller,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2022-03-01,2022-04-01
K Rabada,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2022-03-01,2022-04-01
K Verreynne,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2022-03-01,2022-04-01
M Jansen,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-03-01,2022-04-01
AK Markram,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-03-01,2022-04-01
L Ngidi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-03-01,2022-04-01
WD Parnell,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-03-01,2022-04-01
AL Phehlukwayo,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-03-01,2022-04-01
D Pretorius,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-03-01,2022-04-01
T Shamsi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-03-01,2022-04-01
Fakhar Zaman,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,Pakistan,2022-04-01,2022-05-01
Iftikhar Ahmed,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,Pakistan,2022-04-01,2022-05-01
Imam-ul-Haq,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2022-04-01,2022-05-01
Mohammad Wasim (1),1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2022-04-01,2022-05-01
Asif Ali,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-04-01,2022-05-01
Babar Azam,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-04-01,2022-05-01
Haris Rauf,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-04-01,2022-05-01
Khushdil Shah,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-04-01,2022-05-01
Mohammad Rizwan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-04-01,2022-05-01
Shaheen Shah Afridi,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-04-01,2022-05-01
Zahid Mahmood,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-04-01,2022-05-01
LRPL Taylor,2,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,New Zealand,2022-04-01,2022-05-01
DAJ Bracewell,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,New Zealand,2022-04-01,2022-05-01
MG Bracewell,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,New Zealand,2022-04-01,2022-05-01
MJ Guptill,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,New Zealand,2022-04-01,2022-05-01
TWM Latham,2,2.0,2.0,1.0,1.0,1.0,0.0,1 (1ct 0st),1.0,New Zealand,2022-04-01,2022-05-01
HM Nicholls,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,New Zealand,2022-04-01,2022-05-01
IS Sodhi,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,New Zealand,2022-04-01,2022-05-01
C de Grandhomme,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-04-01,2022-05-01
MJ Henry,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-04-01,2022-05-01
KA Jamieson,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-04-01,2022-05-01
BM Tickner,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-04-01,2022-05-01
WA Young,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-04-01,2022-05-01
M Labuschagne,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Australia,2022-04-01,2022-05-01
SA Abbott,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
JP Behrendorff,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
AT Carey,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
NT Ellis,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
AJ Finch,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
C Green,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
TM Head,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
BR McDermott,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
MP Stoinis,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
A Zampa,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-04-01,2022-05-01
Mohammad Haris,3,3.0,4.0,2.0,2.0,1.0,1.0,3 (1ct 2st),1.333,Pakistan,2022-06-01,2022-07-01
Khushdil Shah,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,Pakistan,2022-06-01,2022-07-01
Fakhar Zaman,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Pakistan,2022-06-01,2022-07-01
Shadab Khan,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,Pakistan,2022-06-01,2022-07-01
Babar Azam,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2022-06-01,2022-07-01
Hasan Ali,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2022-06-01,2022-07-01
Imam-ul-Haq,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2022-06-01,2022-07-01
Mohammad Nawaz (3),3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2022-06-01,2022-07-01
Mohammad Rizwan,3,3.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),0.333,Pakistan,2022-06-01,2022-07-01
Shaheen Shah Afridi,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2022-06-01,2022-07-01
Haris Rauf,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-06-01,2022-07-01
Mohammad Wasim (1),2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-06-01,2022-07-01
Shahnawaz Dahani,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-06-01,2022-07-01
JC Buttler,3,3.0,3.0,2.0,1.0,2.0,0.0,2 (1ct 1st),1.0,England,2022-06-01,2022-07-01
AU Rashid,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,England,2022-06-01,2022-07-01
LS Livingstone,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2022-06-01,2022-07-01
DJ Malan,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2022-06-01,2022-07-01
JJ Roy,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2022-06-01,2022-07-01
BA Carse,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,England,2022-06-01,2022-07-01
PD Salt,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2022-06-01,2022-07-01
DJ Willey,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2022-06-01,2022-07-01
MM Ali,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-06-01,2022-07-01
SM Curran,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-06-01,2022-07-01
EJG Morgan,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-06-01,2022-07-01
DA Payne,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-06-01,2022-07-01
RJW Topley,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-06-01,2022-07-01
AT Carey,5,5.0,8.0,7.0,1.0,7.0,0.0,3 (3ct 0st),1.6,Australia,2022-06-01,2022-07-01
AJ Finch,5,5.0,5.0,5.0,0.0,0.0,5.0,2 (2ct 0st),1.0,Australia,2022-06-01,2022-07-01
DA Warner,5,5.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.8,Australia,2022-06-01,2022-07-01
GJ Maxwell,5,5.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.6,Australia,2022-06-01,2022-07-01
PJ Cummins,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,Australia,2022-06-01,2022-07-01
MP Kuhnemann,4,4.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.5,Australia,2022-06-01,2022-07-01
C Green,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Australia,2022-06-01,2022-07-01
JR Hazlewood,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,Australia,2022-06-01,2022-07-01
JA Richardson,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2022-06-01,2022-07-01
AC Agar,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-06-01,2022-07-01
TM Head,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-06-01,2022-07-01
JP Inglis,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-06-01,2022-07-01
M Labuschagne,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-06-01,2022-07-01
MR Marsh,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-06-01,2022-07-01
SPD Smith,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-06-01,2022-07-01
MP Stoinis,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-06-01,2022-07-01
MJ Swepson,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-06-01,2022-07-01
Mohammad Nabi,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,Afghanistan,2022-06-01,2022-07-01
Rahmanullah Gurbaz,3,3.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),0.666,Afghanistan,2022-06-01,2022-07-01
Azmatullah Omarzai,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2022-06-01,2022-07-01
Fareed Ahmad,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2022-06-01,2022-07-01
Ibrahim Zadran,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2022-06-01,2022-07-01
Mujeeb Ur Rahman,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2022-06-01,2022-07-01
Najibullah Zadran,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2022-06-01,2022-07-01
Rahmat Shah,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2022-06-01,2022-07-01
Rashid Khan,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2022-06-01,2022-07-01
Fazalhaq Farooqi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-06-01,2022-07-01
Hashmatullah Shahidi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2022-06-01,2022-07-01
S Dhawan,6,6.0,5.0,5.0,0.0,0.0,5.0,3 (3ct 0st),0.833,India,2022-07-01,2022-08-01
RR Pant,3,3.0,5.0,5.0,0.0,5.0,0.0,3 (3ct 0st),1.666,India,2022-07-01,2022-08-01
SS Iyer,4,4.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.75,India,2022-07-01,2022-08-01
RA Jadeja,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,India,2022-07-01,2022-08-01
SA Yadav,6,6.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.5,India,2022-07-01,2022-08-01
DJ Hooda,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,India,2022-07-01,2022-08-01
M Prasidh Krishna,5,5.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.4,India,2022-07-01,2022-08-01
SV Samson,3,3.0,2.0,1.0,1.0,1.0,0.0,1 (1ct 0st),0.666,India,2022-07-01,2022-08-01
SN Thakur,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,India,2022-07-01,2022-08-01
V Kohli,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2022-07-01,2022-08-01
HH Pandya,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-07-01,2022-08-01
AR Patel,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-07-01,2022-08-01
RG Sharma,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-07-01,2022-08-01
Shubman Gill,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-07-01,2022-08-01
Avesh Khan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-07-01,2022-08-01
